No.	ID	Banco	Producto	Concepto	Tipo de comisión (usual (U) o eventual E)	Tasa 30 días	Tasa 60 días	Tasa 90 días	Min	Max	ME-Tasa Max.	ME-Tasa Min.	ME-Min	ME-Max	Observaciones	Web Banco	Web Tarifario	Contacto
558	Interbank	Interbank	2.2 Financiamiento Post Embarque	b. Renovación o refinanciamiento y Manejo documentario	E					25					La tasa para una refinanciación se aplicará caso por caso. Incluye fotocopia, trámite BCR, télex.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/27511/financiamientos_pj.pdf/8f6baa05-8e0f-4ef8-b7e7-11625ba502ab	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
559	Interbank	Interbank	2.2 Financiamiento Post Embarque	c. Cancelación o amortización y Manejo documentario	E					25					Incluye fotocopia, trámite BCR, télex.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/27511/financiamientos_pj.pdf/8f6baa05-8e0f-4ef8-b7e7-11625ba502ab	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
560	Interbank	Interbank	2.2 Financiamiento Post Embarque	f. Comisión de Gestión de protesto	E	0.01			7.5	25					A partir del 9° día después del vencimiento - Después del vencimiento.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/27511/financiamientos_pj.pdf/8f6baa05-8e0f-4ef8-b7e7-11625ba502ab	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
561	Interbank	Interbank	2.2 Financiamiento Post Embarque	g.1. Comisión por servicio de cobranza - Comisión fija	U					7.5					Se cobra al 9° día después del vencimiento. Al demorarse en el pago.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/27511/financiamientos_pj.pdf/8f6baa05-8e0f-4ef8-b7e7-11625ba502ab	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
562	Interbank	Interbank	2.2 Financiamiento Post Embarque	g.2. Comisión por servicio de cobranza - Comisión variable	U	0.045									Hasta $ 3,000 - 7% / De $ 3,001 a $ 5,000 - 6% / De $ 5,001 a $ 10,000 - 5% / De $ 10,001 a $ 15,000 - 4% / De $ 15,001 a $ 20,000 - 3% / De $ 20,001 a mas - 2% - Al demorarse en el pago.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/27511/financiamientos_pj.pdf/8f6baa05-8e0f-4ef8-b7e7-11625ba502ab	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
563	Scotiabank	Scotiabank	2.2 Financiamiento Post Embarque	a. Tasa TEA	U										Tasas a negociar con el cliente caso por caso	http://www.scotiabank.com.pe	http://cdn.agilitycms.com/scotiabank-peru/PDFs/empresas/comercio-exterior/075.pdf	María Pia Castro - Gerente de Comercio Exterior | antonio.esquivel@scotiabank.com.pe | (511) 211 5976 Ext. 5976 | Calle Dionisio Darteano 102 San Isidro Piso 3
564	Scotiabank	Scotiabank	2.2 Financiamiento Post Embarque	a.2 Gestión administrativa	U					38					Por operación se cobra $38 al desembolso y $38 a la cancelación o por amortización - $38  Eqv. S/. 102.60	http://www.scotiabank.com.pe	http://cdn.agilitycms.com/scotiabank-peru/PDFs/empresas/comercio-exterior/075.pdf	María Pia Castro - Gerente de Comercio Exterior | antonio.esquivel@scotiabank.com.pe | (511) 211 5976 Ext. 5976 | Calle Dionisio Darteano 102 San Isidro Piso 3
565	BCP	Banco de Crédito del Perú	2.3 Factoring Internacional de Exportación	a.1 Tasa fija	U	0.0364250			100						Menos de $ 30,000 min $ 100 / Mayor o igual a $ 30,000 min $ 250. Tasa Fija Dólares 16% / Euros 21% / Yenes 16%	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3512 | Calle Las Camelias 750 piso 9, San Isidro
566	BCP	Banco de Crédito del Perú	2.3 Factoring Internacional de Exportación	a.2. Comisión de Negociación	U	0.0035			100						Por operación - min. $100.00 eq. S/. 282	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3512 | Calle Las Camelias 750 piso 9, San Isidro
567	BCP	Banco de Crédito del Perú	2.3 Factoring Internacional de Exportación	a.3. Comisión por sólo cobranza	E	0.00125			100						Por operación - min. $100.00 eq. S/. 282	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3512 | Calle Las Camelias 750 piso 9, San Isidro
568	Financiero	Banco Financiero	2.3 Factoring Internacional de Exportación	a. Tasa Descuento Efectiva Anual - Se cotizará caso por caso	U										-	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
569	Financiero	Banco Financiero	2.3 Factoring Internacional de Exportación	b.1. Comisión de Gestión de Cobranza	E	0.0025			100						FLAT. Posterior al desembolso - Adicionalmente se cobrará $11  de portes	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
570	Financiero	Banco Financiero	2.3 Factoring Internacional de Exportación	b.2 Portes	U					11					-	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
571	Financiero	Banco Financiero	2.3 Factoring Internacional de Exportación	c. Comisión de Aval - Factor Importador - Ser cotizará caso x caso	U										Caso x caso. Posterior al desembolso	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
572	BanBif	Banco Interamericano de Finanzas	2.3 Factoring Internacional de Exportación	a. Tasa de Interés al momento del desembolso	U	0.0322263634600839									Al momento del Desembolso - Tasa 14%	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_f_factoring.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
573	BanBif	Banco Interamericano de Finanzas	2.3 Factoring Internacional de Exportación	c. Comisión por manejo de las operaciones (Al momento del desembolso)	U	0.005			100						Min $100. eq. S/. 300.00. La Comisión del factor importador del exterior por manejo de las operaciones se traslada al exportador	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_f_factoring.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
574	BanBif	Banco Interamericano de Finanzas	2.3 Factoring Internacional de Exportación	d. Portes por desembolso (al momento del desembolso)	U				12						-	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_f_factoring.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
575	BanBif	Banco Interamericano de Finanzas	2.3 Factoring Internacional de Exportación	e. Portes por cobranza (momento del ingreso de la cobranza)	U				12						-	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_f_factoring.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
576	Interbank	Interbank	2.3 Factoring Internacional de Exportación	a. Tasa de interés factoring internacional	U	0.0322263634600839									TEA. Mínimo $2,000 por cada factura de exportación. Tasa efectiva anual (TEA) (año base de 360 días). Al momento del desembolso. Calculo x 90 días. Tasa descuento 14%	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Tarifario+Factoring+Exportaci%C3%B3n_02102014.pdf/2a0527fe-a271-4a72-a644-e2508d8742f3	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
577	Interbank	Interbank	2.3 Factoring Internacional de Exportación	c. Comisión IBK por manejo de las operaciones	E	0.005			100						Al momento del desembolso con cargo en cuenta. % del valor de cada factura negociada con el factor importador.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Tarifario+Factoring+Exportaci%C3%B3n_02102014.pdf/2a0527fe-a271-4a72-a644-e2508d8742f3	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
578	Interbank	Interbank	2.3 Factoring Internacional de Exportación	d. Comisión factor importador del exterior por manejo de las operaciones	E	0.005				0.01					Las comisiones varían de acuerdo a la evaluación crediticia del importador, efectuada por el factor importador.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Tarifario+Factoring+Exportaci%C3%B3n_02102014.pdf/2a0527fe-a271-4a72-a644-e2508d8742f3	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
579	Interbank	Interbank	2.3 Factoring Internacional de Exportación	e. Portes por desembolso	U					1					Al momento de desembolso con cargo en cuenta.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Tarifario+Factoring+Exportaci%C3%B3n_02102014.pdf/2a0527fe-a271-4a72-a644-e2508d8742f3	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
580	Interbank	Interbank	2.3 Factoring Internacional de Exportación	f. Portes por cobranza	U					15					Al ingresar la cobranza.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Tarifario+Factoring+Exportaci%C3%B3n_02102014.pdf/2a0527fe-a271-4a72-a644-e2508d8742f3	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
581	Scotiabank	Scotiabank	2.3 Factoring Internacional de Exportación	a.1 Tasa descuento	U				105						Tasas a negociar con el cliente caso por caso. Aplica mínimo  de $105 eqv. S/. 283.50	http://www.scotiabank.com.pe	http://cdn.agilitycms.com/scotiabank-peru/PDFs/empresas/comercio-exterior/075.pdf	María Pia Castro - Gerente de Comercio Exterior | antonio.esquivel@scotiabank.com.pe | (511) 211 5976 Ext. 5976 | Calle Dionisio Darteano 102 San Isidro Piso 3
582	Scotiabank	Scotiabank	2.3 Factoring Internacional de Exportación	a.2 Por negociación	U	0.004			150						Sobre el importe en los documentos. Aplica mínimos. Adicionalmente, traslada gastos de Bancos del exterior. Eqv. S/. 405	http://www.scotiabank.com.pe	http://cdn.agilitycms.com/scotiabank-peru/PDFs/empresas/comercio-exterior/075.pdf	María Pia Castro - Gerente de Comercio Exterior | antonio.esquivel@scotiabank.com.pe | (511) 211 5976 Ext. 5976 | Calle Dionisio Darteano 102 San Isidro Piso 3
583	Scotiabank	Scotiabank	2.3 Factoring Internacional de Exportación	a.3 Por Gestión de Swift	U					22					Preparación y envío de mensajes cifrados. Eqv. S/. 59.40	http://www.scotiabank.com.pe	http://cdn.agilitycms.com/scotiabank-peru/PDFs/empresas/comercio-exterior/075.pdf	María Pia Castro - Gerente de Comercio Exterior | antonio.esquivel@scotiabank.com.pe | (511) 211 5976 Ext. 5976 | Calle Dionisio Darteano 102 San Isidro Piso 3
584	Scotiabank	Scotiabank	2.3 Factoring Internacional de Exportación	a.4 Por Gestión de Portes	U					11					Generación y Envío de Información. Eqv. S/. 29.70	http://www.scotiabank.com.pe	http://cdn.agilitycms.com/scotiabank-peru/PDFs/empresas/comercio-exterior/075.pdf	María Pia Castro - Gerente de Comercio Exterior | antonio.esquivel@scotiabank.com.pe | (511) 211 5976 Ext. 5976 | Calle Dionisio Darteano 102 San Isidro Piso 3
878	Santander	Banco Santander	2.3. Factoring exterior	a. El margen financiero se coordinará con NNI y Tesorería	U										se cotiza caso por caso	http://www.santander.com.pe/	https://www.santander.com.pe/BSP/estatico/popup.html	Sofia Angulo de Coz - Subgerente de Operaciones / Tesorera | sangulo@santander.com.pe | (511) 215 8171 | Av. Carnaval y Moreyra 380 piso 8
879	Santander	Banco Santander	2.3. Factoring exterior	b. Comisión de manejo	U				30						-	http://www.santander.com.pe/	https://www.santander.com.pe/BSP/estatico/popup.html	Sofia Angulo de Coz - Subgerente de Operaciones / Tesorera | sangulo@santander.com.pe | (511) 215 8171 | Av. Carnaval y Moreyra 380 piso 8
880	Santander	Banco Santander	2.3. Factoring exterior	c. Portes	U				5						-	http://www.santander.com.pe/	https://www.santander.com.pe/BSP/estatico/popup.html	Sofia Angulo de Coz - Subgerente de Operaciones / Tesorera | sangulo@santander.com.pe | (511) 215 8171 | Av. Carnaval y Moreyra 380 piso 8
585	Financiero	Banco Financiero	2.4 Compra de documentos - Forfaiting	a. Tasa Descuento Efectiva Anual - Se cotizará caso por caso	U										-	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
586	Financiero	Banco Financiero	2.4 Compra de documentos - Forfaiting	b. Comisión de Gestión de Forfaiting	U					90					FLAT. Se cobra al desembolso, amortización y/o cancelación	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
587	BanBif	Banco Interamericano de Finanzas	2.4 Compra de documentos - Forfaiting	a.1. Tasa descuento	U										Compra de Documentos -Gestión de desembolso. Tasa de descuento a negociar	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cartas_credito.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
588	BanBif	Banco Interamericano de Finanzas	2.4 Compra de documentos - Forfaiting	a.2. Gestión de Compra de documentos de Carta de Crédito	E					80					Se cobra a la compra de documentos y es sólo para las compras que proviene de carta de crédito de exportación	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cartas_credito.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
589	Santander	Banco Santander	2.4 Compra de documentos - Forfaiting	a. El margen financiero se coordinará con NNI y Tesorería	U										se cotiza caso por caso	http://www.santander.com.pe/	https://www.santander.com.pe/BSP/estatico/popup.html	Sofia Angulo de Coz - Subgerente de Operaciones / Tesorera | sangulo@santander.com.pe | (511) 215 8171 | Av. Carnaval y Moreyra 380 piso 8
590	Santander	Banco Santander	2.4 Compra de documentos - Forfaiting	b. Comisión de financiamiento	U				20						-	http://www.santander.com.pe/	https://www.santander.com.pe/BSP/estatico/popup.html	Sofia Angulo de Coz - Subgerente de Operaciones / Tesorera | sangulo@santander.com.pe | (511) 215 8171 | Av. Carnaval y Moreyra 380 piso 8
591	BBVA	BBVA Banco Continental	2.4 Compra de documentos - Forfaiting	a.1. Gestión Forfaiting	U	0.001			100	500					Adicionalmente se cobran las tasas de Financiamiento de Exportaciones. Se cobra sobre el monto utilizado de cada Carta de Crédito diferida, pagaré o letra que el Banco compre sin recurso al Exportador.  Por Trimestre o Fracción. Se cobra a solicitud del cliente y  sólo para Cartas de Crédito de Exportación NO Confirmadas.	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_financiamiento_exportaciones_tcm1105-430199.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
592	BBVA	BBVA Banco Continental	2.4 Compra de documentos - Forfaiting	a.2. Portes por gestión	U				11						-	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_financiamiento_exportaciones_tcm1105-430199.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
593	BBVA	BBVA Banco Continental	2.4 Compra de documentos - Forfaiting	b.1. Nominación	E	0.002			70						Adicionalmente se cobran las tasas de Financiamiento de Exportaciones. Se cobra sobre el monto utilizado de cada Carta de Crédito diferida, pagaré o letra que el Banco compre sin recurso al Exportador.  Por Trimestre o Fracción. Se cobra a solicitud del cliente y sólo para Cartas de Crédito de Exportación NO Confirmadas.	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_financiamiento_exportaciones_tcm1105-430199.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
